Item	Word	Semantic_Output	Error_Score	Correct
4321	seems	seems	0	1
4327	sees	sees	0.0003	1
4328	seize	seize	0.2714	1
4329	seized	seized	0.0001	1
4330	self	self	0	1
4331	sell	sell	0	1
4332	sells	sells	0.0001	1
4333	selves	selves	0.0001	1
4335	send	send	0.0001	1
4336	sends	sends	0	1
4338	sense	sense	0	1
4339	sent	sent	0	1
4341	serfs	serfs	0.0016	1
4343	serve	serve	0	1
4344	served	served	0	1
4345	serves	serves	0	1
4346	set	set	0	1
4347	set	set	0.0001	1
4348	sets	sets	0	1
4352	sex	sex	0.0001	1
4356	shade	shade	0.0002	1
4357	shades	shades	0.0001	1
4359	shaft	shaft	0	1
4360	shafts	shafts	0	1
4365	shake	shake	0	1
4366	shakes	shakes	0	1
4367	shale	shale	0.00360000000000001	1
4369	shall	shall	0	1
4371	shame	shame	0.001	1
4376	shape	shape	0	1
4377	shapes	shapes	0	1
4380	share	share	0	1
4381	shared	shared	0	1
4382	shares	shares	0	1
4384	sharks	sharks	0.0002	1
4385	sharp	sharp	0	1
4386	shave	shave	0.116	1
4391	she	she	0.0001	1
4396	sheath	sheath	0.0003	1
4399	shed	shed	0	1
4400	shed	shed	0	1
4402	sheen	sheen	0.0001	1
4404	sheep	sheep	0.0197	1
4405	sheep	sheep	0.0034	1
4406	sheer	sheer	0	1
4407	sheet	sheet	0.0003	1
4408	sheets	sheets	0.0001	1
4411	shelf	shelf	0	1
4412	shell	shell	0.0001	1
4413	shells	shells	0.0004	1
4415	shelves	shelves	0	1
4418	shield	shield	0.0004	1
4419	shields	shields	0	1
4420	shift	shift	0	1
4421	shifts	shifts	0	1
4423	shine	shine	0.0012	1
4426	ship	ship	0	1
4427	ships	ships	0	1
4434	shirt	shirt	0.0006	1
4435	shirts	shirts	0.0007	1
4442	shock	shock	0	1
4443	shocks	shocks	0	1
4444	shoe	shoe	0.0009	1
4445	shoes	shoes	0.0016	1
4448	shook	shook	0	1
4449	shoot	shoot	0	1
4450	shoots	shoots	0.0001	1
4451	shop	shop	0	1
4452	shops	shops	0	1
4453	shore	shore	0	1
4454	shores	shores	0	1
4455	short	short	0	1
4456	shot	shot	0	1
4457	should	should	0	1
4458	shout	shout	0	1
4459	shouts	shouts	0	1
4463	show	show	0	1
4464	showed	showed	0	1
4465	shows	shows	0	1
4469	shrewd	shrewd	0.0012	1
4475	shrill	shrill	0.000800000000000001	1
4476	shrimp	shrimp	0.0007	1
4477	shrimp	shrimp	1.0002	1
4478	shrine	shrine	0.0003	1
4479	shrines	shrines	0.0008	1
4480	shrink	shrink	0.0006	1
4481	shrinks	shrinks	0.0004	1
4485	shrubs	shrubs	0	1
4497	shut	shut	0	1
4498	shut	shut	0	1
4500	shy	shy	0.00699999999999999	1
4503	sick	sick	0	1
4504	side	side	0	1
4505	sides	sides	0	1
4506	siege	siege	0	1
4507	sieve	sieve	0.0001	1
4514	sight	sight	0.0002	1
4515	sights	sights	0.001	1
4516	sign	sign	0	1
4517	signs	signs	0	1
4518	silk	silk	0	1
4519	silks	silks	0	1
4522	silt	silt	0.0002	1
4524	sin	sin	0	1
4525	since	since	0	1
4526	sing	sing	0.000800000000000001	1
4529	sink	sink	0	1
4530	sinks	sinks	0.0001	1
4531	sins	sins	0	1
4532	sioux	sioux	0.0007	1
4533	sioux	sioux	1.002	1
4537	sir	sir	0	1
4543	sit	sit	0.0001	1
4544	site	site	0	1
4545	sites	sites	0.0029	1
4546	sits	sits	0.0001	1
4547	size	size	0.0005	1
4554	sketch	sketch	0.0001	1
4559	skies	skies	0	1
4562	skill	skill	0.0001	1
4563	skills	skills	0.0001	1
4568	skin	skin	0	1
4569	skins	skins	0.0001	1
4570	skip	skip	0.0001	1
4573	skirt	skirt	0.0957	1
4574	skirts	skirts	0.0002	1
4582	skull	skull	0.0011	1
4583	skulls	skulls	0.0054	1
4586	sky	sky	0.0001	1
4587	slab	slab	0	1
4588	slabs	slabs	0.0001	1
4589	slack	slack	0.2703	1
4598	slang	slang	0	1
4600	slant	slant	1.0001	1
4606	slashed	slashed	0.4761	1
4608	slate	slate	0	1
4611	slave	slave	0.0001	1
4612	slaves	slaves	0	1
4617	sleek	sleek	0.0181	1
4618	sleep	sleep	0	1
4622	sleeve	sleeve	0	1
4623	sleeves	sleeves	0.0002	1
4626	slept	slept	0.0003	1
4628	slice	slice	0	1
4630	slid	slid	0.0002	1
4631	slide	slide	0.0081	1
4632	slides	slides	0	1
4633	slight	slight	0.00639999999999999	1
4634	slim	slim	0	1
4640	slip	slip	0.0025	1
4641	slipped	slipped	0.00370000000000001	1
4642	slips	slips	0.0001	1
4644	slits	slits	0.0257	1
4653	slope	slope	0	1
4654	slopes	slopes	0	1
4658	slot	slot	0.4043	1
4663	slow	slow	0.0001	1
4668	slum	slum	0	1
4672	slums	slums	0	1
4684	small	small	0	1
4685	smart	smart	0.0005	1
4687	smashed	smashed	0	1
4688	smear	smear	0	1
4690	smell	smell	0	1
4692	smells	smells	0.0001	1
4693	smile	smile	0.0002	1
4695	smiles	smiles	0.0002	1
4700	smith	smith	0	1
4704	smog	smog	0.0001	1
4706	smoke	smoke	0	1
4709	smooth	smooth	0.0014	1
4715	snack	snack	0.0034	1
4720	snail	snail	0	1
4721	snails	snails	0.0002	1
4722	snake	snake	0.0003	1
4723	snakes	snakes	0	1
4724	snap	snap	0.0175	1
4725	snapped	snapped	0.4066	1
4765	snow	snow	0	1
4774	so	so	0	1
4776	soaked	soaked	0	1
4778	soap	soap	0	1
4779	soaps	soaps	0.0004	1
4781	soared	soared	0.004	1
4786	socks	socks	0.0011	1
4787	sod	sod	0.0042	1
4789	soft	soft	0.0001	1
4790	soil	soil	0	1
4791	soils	soils	0	1
4792	sold	sold	0	1
4793	sole	sole	0.0001	1
4794	solve	solve	0	1
4795	some	some	0	1
4796	son	son	0.0002	1
4797	song	song	0	1
4798	songs	songs	0.0001	1
4799	sons	sons	0.0001	1
4800	soon	soon	0	1
4801	soot	soot	0.0643	1
4803	soothe	soothe	0.0006	1
4810	sore	sore	0.0007	1
4811	sort	sort	0	1
4812	sorts	sorts	0	1
4815	sought	sought	0	1
4816	soul	soul	0	1
4817	souls	souls	0	1
4818	sound	sound	0	1
4819	sounds	sounds	0	1
4820	soup	soup	0	1
4822	sour	sour	0	1
4823	source	source	0.0001	1
4827	south	south	0.0004	1
4832	space	space	0.0001	1
4836	span	span	0	1
4838	spans	spans	0	1
4840	spare	spare	0	1
4841	spared	spared	0	1
4843	spark	spark	0.0011	1
4845	sparse	sparse	0.0596	1
4852	speak	speak	0	1
4853	speaks	speaks	0	1
4854	spear	spear	0.0009	1
4855	spears	spears	0.0003	1
4857	specks	specks	0.0018	1
4858	speech	speech	0	1
4859	speed	speed	0.0001	1
4860	speeds	speeds	0	1
4861	spell	spell	0	1
4862	spells	spells	0	1
4863	spend	spend	0.0005	1
4864	spends	spends	0	1
4865	spent	spent	0.0001	1
4866	sperm	sperm	0.0001	1
4870	sphere	sphere	0	1
4871	spheres	spheres	0	1
4873	spice	spice	0.00529999999999999	1
4874	spies	spies	0.0062	1
4876	spikes	spikes	0.0221	1
4878	spilled	spills	0.909	0
4879	spills	spills	0.000900000000000002	1
4880	spin	spin	0.0001	1
4881	spine	spine	0.0001	1
4882	spines	spines	0.0001	1
4883	spins	spins	0	1
4887	spite	spite	0	1
4890	splash	splash	0.0001	1
4896	split	split	0	1
4901	spoil	spoil	0.0011	1
4902	spoiled	spoiled	0	1
4903	spoils	spoils	0.0001	1
4904	spoke	spoke	0	1
4905	sponge	sponge	0	1
4912	spoon	spoon	0.0005	1
4915	spore	spore	0.0001	1
4916	spores	spores	0.0001	1
4917	sport	sport	0	1
4918	sports	sports	0	1
4919	spot	spot	0	1
4920	spots	spots	0	1
4921	spouse	spouse	0.0001	1
4931	spray	spray	0.0001	1
4932	sprays	sprays	0.0003	1
4933	spread	spread	0.0019	1
4938	spring	spring	0	1
4939	springs	springs	0	1
4945	spruce	spruce	0.0009	1
4948	spun	spun	0	1
4950	spur	spur	0.0013	1
4955	spurt	spurt	0.0001	1
4957	spy	spy	0.0001	1
4959	squad	squad	0.00699999999999999	1
4963	square	square	0.0001	1
4964	squares	squares	0.0002	1
4965	squash	squash	0.0008	1
4966	squash	squash	0.0085	1
4973	squeeze	squeeze	0.0001	1
4984	stack	stack	0.0025	1
4985	stacked	stacked	0.0074	1
4986	stacks	stacks	0	1
4987	staff	staff	0	1
4988	staffs	staffs	0	1
4990	stage	stage	0	1
4992	stain	stain	0	1
4993	stained	stained	0	1
4994	stains	stains	0.0001	1
4996	stairs	stairs	0	1
4997	stake	stake	0	1
4998	stakes	stakes	0.0005	1
5000	stalk	stalk	0.0001	1
5002	stalks	stalks	0.0002	1
5005	stamp	stamp	0.0016	1
5006	stamped	stamped	0	1
5007	stamps	stamps	0	1
5008	stance	stance	0	1
5009	stand	stand	0.0002	1
5010	stands	stands	0.0001	1
5013	star	star	0	1
5014	starch	starch	0.0002	1
5015	stare	stare	0.0001	1
5018	stark	stark	0.0001	1
5019	stars	stars	0	1
5020	start	start	0	1
5021	starts	starts	0	1
5022	starve	starve	0	1
5023	starved	starved	0.0001	1
5027	state	state	0	1
5028	states	states	0	1
5033	stay	stay	0	1
5034	stayed	stayed	0	1
5035	stays	stays	0	1
5040	steal	steal	0.0118	1
5044	steam	steam	0	1
5048	steel	steel	0.0001	1
5050	steep	steep	0.0001	1
5051	steer	steer	0.0025	1
5056	stem	stem	0	1
5057	stems	stems	0	1
5059	step	step	0.0001	1
5060	steps	steps	0.0001	1
5061	stern	stern	0.0002	1
5064	stick	stick	0.0001	1
5065	sticks	sticks	0.0256	1
5066	stiff	stiff	0	1
5068	still	still	0	1
5071	sting	sting	0.0001	1
5072	stings	stings	0.0001	1
5077	stir	stir	0.0001	1
5078	stirred	stirred	0	1
5082	stock	stock	0	1
5083	stocks	stocks	0.0002	1
5088	stole	stole	0.0005	1
5090	stone	stone	0	1
5091	stones	stones	0.0001	1
5092	stood	stood	0	1
5093	stool	stool	0.0001	1
5098	stop	stop	0	1
5099	stopped	stopped	0	1
5100	stops	stops	0	1
5101	store	store	0	1
5102	stores	stores	0	1
5105	storm	storm	0	1
5106	storms	storms	0	1
5109	stove	stove	0.0019	1
5114	straight	straight	0.0001	1
5115	strain	strain	0	1
5116	strains	strains	0	1
5119	strand	strands	0.2704	0
5120	strands	strands	0	1
5121	strange	strange	0.0001	1
5125	straw	straw	0.002	1
5127	stray	stray	0.001	1
5128	streak	streak	0.1323	1
5130	stream	stream	0	1
5131	streams	streams	0	1
5132	street	street	0	1
5133	streets	streets	0	1
5134	strength	strength	0.0006	1
5135	strengths	strengths	0.005	1
5136	stress	stress	0.0001	1
5137	stretch	stretch	0	1
5138	stretched	stretched	0	1
5140	strict	strict	0	1
5141	stride	stride	0	1
5142	strides	strides	0.000400000000000001	1
5143	strife	strife	0.0004	1
5145	strike	strike	0	1
5146	strikes	strikes	0.0001	1
5147	string	string	0	1
5148	strings	strings	0.0003	1
5149	strip	strip	0.0052	1
5151	stripes	stripes	0	1
5152	strips	strips	0.0005	1
5153	strive	strive	0.0025	1
5155	stroke	stroke	0	1
5156	strokes	strokes	0	1
5160	strong	strong	0.0001	1
5165	struck	struck	0	1
5171	stuck	stuck	0	1
5174	stuff	stuff	0	1
5181	stunned	stunned	0.002	1
5186	style	style	0	1
5187	styles	styles	0	1
5191	such	such	0	1
5196	sue	sue	0	1
5197	sued	sued	0.0001	1
5201	suit	suit	0.0004	1
5204	suits	suits	0.0004	1
5208	sum	sum	0	1
5210	sums	sums	0	1
5211	sun	sun	0	1
5212	sung	sung	0.0041	1
5213	sunk	sunk	0.0001	1
5217	sure	sure	0	1
5220	surge	surge	0	1
5221	surged	surged	0	1
5229	swamp	swamp	0	1
5230	swamps	swamps	0	1
5238	swarm	swarm	0.00450000000000001	1
5245	sway	sway	0.004	1
5247	swear	swore	0.9902	0
5249	sweat	sweat	0	1
5252	sweep	sweep	0	1
5253	sweeps	sweeps	0.0001	1
5254	sweet	sweet	0.0009	1
5255	swell	swell	0.0002	1
5256	swelled	swelled	0.0001	1
5258	swept	swept	0.0001	1
5262	swift	swift	0	1
5266	swim	swim	0	1
5268	swing	swing	0	1
5270	swings	swings	0	1
5278	switch	switch	0	1
5284	sword	sword	0.000900000000000001	1
5286	swore	swore	0.0004	1
5287	swung	swung	0	1
5292	tab	tab	0.0001	1
5293	tabs	tabs	0	1
5298	tag	tag	0.0002	1
5301	tail	tail	0.0021	1
5302	tails	tails	0.3989	1
5305	take	take	0	1
5306	takes	takes	0.0001	1
5309	tale	tale	0	1
5310	tales	tales	0	1
5311	talk	talk	0	1
5312	talked	talked	0	1
5313	talks	talks	0	1
5314	tall	tall	0	1
5316	tame	tame	0.0013	1
5324	tank	tank	0	1
5325	tanks	tanks	0	1
5328	tap	tap	0	1
5329	tape	tape	0	1
5330	tapes	tapes	0	1
5331	tapped	tapped	0	1
5333	tar	tar	0	1
5340	task	task	0	1
5341	tasks	tasks	0	1
5342	taste	taste	0.0002	1
5343	tastes	tastes	0.0001	1
5346	taught	taught	0.0001	1
5349	taut	taut	0.0013	1
5352	tax	tax	0	1
5353	tea	tea	0	1
5354	teach	teach	0.0009	1
5359	team	team	0	1
5360	teams	teams	0	1
5361	tear	tear	0.0017	1
5362	tears	tears	0	1
5373	teeth	teeth	0.0001	1
5375	tell	tell	0.0001	1
5376	tells	tells	0	1
5380	tend	tend	0	1
5381	tends	tends	0	1
5382	tense	tense	0.0001	1
5383	tent	tent	0.000400000000000001	1
5385	term	term	0.0004	1
5386	terms	terms	0.0002	1
5390	test	test	0.0007	1
5391	tests	tests	0.0037	1
5392	text	text	0.0036	1
5393	texts	texts	0	1
5394	than	than	0.0001	1
5396	thank	thank	0	1
5398	thanks	thanks	0	1
5399	that	that	0	1
5400	thatch	thatch	0.0001	1
5404	the	the	0	1
5406	theft	theft	0.0004	1
5408	their	their	0	1
5409	theirs	theirs	0.0001	1
5410	them	them	0.0001	1
5411	theme	theme	0	1
5412	themes	themes	0	1
5413	then	then	0.0001	1
5415	there	there	0.000400000000000001	1
5417	these	these	0	1
5418	they	they	0	1
5419	thick	thick	0.0002	1
5422	thieves	thieves	0.0041	1
5423	thigh	thigh	0.0085	1
5425	thin	thin	0	1
5427	thing	thing	0	1
5428	things	things	0	1
5429	think	think	0	1
5430	thinks	thinks	0	1
5431	thirst	thirst	0.0001	1
5433	this	this	0	1
5440	those	those	0.0001	1
5441	thou	thou	0.0033	1
5442	thought	thought	0	1
5446	thread	thread	0	1
5447	threads	threads	0.0002	1
5448	threat	threat	0.000400000000000001	1
5449	threats	threats	0	1
5452	threw	threw	0.0002	1
5454	thrift	thrift	0.0018	1
5458	thrive	thrive	0.0001	1
5459	thrived	thrived	0.0002	1
5461	throat	throat	0.0003	1
5462	throats	throats	0	1
5467	throne	throne	0.0001	1
5471	through	through	0.0001	1
5472	throw	throw	0	1
5473	throws	throw	0.542	0
5477	thrust	thrust	0	1
5478	thrust	thrust	0.0009	1
5484	thumb	thumb	0.0004	1
5489	thus	thus	0.0001	1
5502	tide	tide	0	1
5503	tides	tides	0	1
5504	tie	tie	0	1
5505	tied	tied	0	1
5508	ties	ties	0	1
5511	tight	tight	0	1
5514	tile	tile	0	1
5515	tiles	tiles	0	1
5516	tilt	tilt	0.0075	1
5518	time	time	0	1
5519	times	times	0	1
5520	tin	tin	0.0002	1
5527	tip	tip	0	1
5528	tips	tips	0	1
5529	tire	tire	0	1
5530	tired	tired	0.0004	1
5531	tires	tires	0	1
5536	to	to	0.0001	1
5542	toes	toes	0	1
5544	toil	toil	0.0001	1
5546	told	told	0	1
5547	toll	toll	0	1
5548	tolls	tolls	0	1
5549	tom	tom	0	1
5550	tomb	tomb	0.0001	1
5551	tombs	tombs	0.0016	1
5554	ton	ton	0.0002	1
5555	tone	tone	0	1
5556	tones	tones	0	1
5557	tongue	tongue	0.0001	1
5558	tongues	tongues	0.002	1
5559	tons	tons	0	1
5560	too	too	0	1
5561	took	took	0	1
5562	tool	tool	0	1
5563	tools	tools	0	1
5565	tooth	tooth	0.0001	1
5566	top	top	0	1
5568	tops	tops	0.0004	1
5571	torch	torch	0.000500000000000001	1
5572	tore	tore	0.000900000000000002	1
5573	torque	torque	0.0002	1
5576	tort	tort	0.0004	1
5579	toss	toss	0	1
5580	tossed	tossed	0.0012	1
5584	touch	touch	0	1
5585	touched	touched	0.0001	1
5586	tough	tough	0.0001	1
5587	tour	tour	0.0002	1
5588	tours	tours	0.00739999999999999	1
5592	town	town	0	1
5593	towns	towns	0	1
5595	toy	toy	0.0001	1
5596	toys	toys	0	1
5597	trace	trace	0	1
5598	traced	traced	0	1
5599	track	track	0.0001	1
5600	tracks	tracks	0.0001	1
5601	tract	tract	0.0001	1
5602	tracts	tracts	0	1
5604	trade	trade	0.0001	1
5605	trades	trades	0	1
5606	trail	trail	0.0006	1
5607	trails	trails	0.0001	1
5608	train	train	0	1
5609	trained	trained	0.0001	1
5610	trains	trains	0.000900000000000002	1
5611	trait	trait	0	1
5612	traits	traits	0.0001	1
5617	trance	trance	0.0001	1
5618	trap	trap	0.0001	1
5619	traps	traps	0	1
5620	trash	trash	0	1
5621	tray	tray	0.0013	1
5622	trays	trays	0.0001	1
5625	treat	treat	0.0004	1
5626	treats	treats	0.0401	1
5627	tree	tree	0	1
5628	trees	trees	0	1
5631	trench	trench	0.0209	1
5632	trend	trend	0	1
5633	trends	trends	0	1
5636	trial	trial	0.0001	1
5637	trials	trials	0.0001	1
5638	tribe	tribe	0	1
5639	tribes	tribes	0.0001	1
5640	trick	trick	0	1
5641	tricks	tricks	0.0001	1
5642	tried	tried	0	1
5643	tries	tries	0	1
5649	trim	trim	0	1
5652	trip	trip	0.0002	1
5655	trips	trips	0	1
5659	troop	troop	0.0001	1
5660	troops	troops	0.0001	1
5665	trough	trough	0.0001	1
5670	trout	trout	0.0002	1
5673	troy	troy	0.3084	1
5675	truce	truce	0.001	1
5676	truck	truck	0.0001	1
5677	trucks	trucks	0.0026	1
5684	trunk	trunk	0	1
5685	trunks	trunks	0.0001	1
5687	trust	trust	0	1
5688	trusts	trusts	0.0001	1
5689	truth	truth	0.0001	1
5690	truths	truths	0	1
5691	try	try	0	1
5694	tsar	czar	1.1471	0
5696	tub	tub	0.0002	1
5697	tube	tube	0	1
5698	tubes	tubes	0	1
5701	tucked	tucked	0.0001	1
5706	tug	tug	0.0489	1
5712	tune	tune	0.0018	1
5713	tunes	tunes	0.0002	1
5719	turn	turn	0	1
5720	turned	turned	0	1
5721	turns	turns	0	1
5733	twice	twice	0	1
5735	twigs	twigs	0.0001	1
5736	twin	twin	0	1
5739	twins	twins	0	1
5743	twist	twist	0	1
5750	type	type	0	1
5751	types	types	0	1
5754	up	up	0	1
5755	urge	urge	0	1
5756	urged	urged	0	1
5759	us	us	0.0001	1
5760	use	use	0	1
5761	used	used	0	1
5762	vague	vague	0.0001	1
5763	vain	vain	0.0228	1
5767	valve	valve	0	1
5768	valves	valves	0.0001	1
5771	van	van	0.0005	1
5773	vanes	vanes	0.00819999999999999	1
5775	vase	vase	0.0179	1
5776	vast	vast	0	1
5779	vault	vault	0.0002	1
5780	vaults	vaults	0.0003	1
5787	veil	veil	0.0013	1
5789	vein	vein	0.0065	1
5790	veins	veins	0.0336	1
5795	vent	vent	0.0038	1
5796	vents	vents	0.0006	1
5797	verb	verb	0	1
5798	verbs	verbs	0	1
5799	verge	verge	0	1
5800	verse	verse	0.0001	1
5810	vice	vice	0	1
5814	view	view	0	1
5815	views	views	0	1
5820	vines	vines	0	1
5824	voice	voice	0	1
5825	void	void	0.0404	1
5832	volts	volts	0.0042	1
5833	vote	vote	0	1
5834	votes	votes	0	1
5845	wage	wage	0.0001	1
5855	waist	waist	0.00410000000000001	1
5857	wait	wait	0.0002	1
5858	waits	weights	9.687	0
5862	wake	wake	0.0441	1
5865	wales	wales	0.0011	1
5866	walk	walk	0.0001	1
5867	walked	walked	0	1
5868	walks	walks	0	1
5869	wall	wall	0	1
5870	walls	walls	0	1
5879	want	want	0.0002	1
5880	wants	wants	0	1
5881	war	war	0	1
5882	ward	ward	0.000400000000000001	1
5883	wards	wards	0.0001	1
5885	wares	wares	0.0001	1
5886	warm	warm	0.367	1
5887	warmth	warmth	0.0009	1
5889	warn	warn	0.0001	1
5890	warned	warned	0	1
5895	wars	wars	0.0101	1
5898	was	was	0	1
5899	was	was	0	1
5900	wash	wash	0	1
5901	washed	washed	0.0002	1
5903	wasps	wasps	0.0066	1
5904	waste	waste	0.0001	1
5905	wastes	wastes	0	1
5906	watch	watch	0	1
5907	watched	watched	0.0002	1
5908	watt	watt	0.0005	1
5909	watts	watts	0.0025	1
5910	wave	wave	0.0001	1
5911	waves	waves	0	1
5912	wax	wax	0	1
5913	way	way	0	1
5914	ways	ways	0.0001	1
5915	we	we	0	1
5916	weak	weak	0.0001	1
5921	wealth	wealth	0.0001	1
5926	wear	wear	0.0001	1
5927	wears	wears	0.0001	1
5928	weave	weave	0.00490000000000001	1
5930	web	web	0.0519	1
5934	wedge	wedge	0.0012	1
5937	weed	weed	0.0003	1
5938	weeds	weeds	0.0002	1
5939	week	week	0.0001	1
5940	weeks	weeks	0	1
5945	weigh	weigh	0.1444	1
5946	weight	weight	0	1
5947	weights	weights	0.0002	1
5949	weird	weird	0.0002	1
5953	well	well	0.000400000000000001	1
5954	welsh	welsh	0.0016	1
5961	went	went	0	1
5963	were	were	0	1
5964	west	west	0.0001	1
5965	wet	wet	0	1
5969	whale	whale	0.0006	1
5973	what	what	0.0001	1
5974	wheat	wheat	0.0001	1
5976	wheel	wheel	0.0005	1
5977	wheels	wheels	0.0025	1
5982	when	when	0	1
5983	whence	whence	0.1409	1
5984	where	where	0.0002	1
5988	which	which	0.0001	1
5991	whig	whig	0.0005	1
5993	while	while	0	1
6000	whip	whip	0	1
6001	whipped	whipped	0.0012	1
6002	whips	whips	0.0003	1
6013	white	white	0	1
6017	who	who	0.0001	1
6018	whole	whole	0.0529	1
6019	whom	whom	0.0002	1
6026	whose	whose	0.0002	1
6029	wide	wide	0.0001	1
6030	width	width	0.0002	1
6033	wife	wife	0	1
6038	wild	wild	0.0037	1
6041	will	will	0	1
6043	wills	wills	0	1
6046	win	win	0.0002	1
6050	wind	wind	0	1
6051	winds	winds	0	1
6052	wine	wine	0	1
6053	wines	wines	0	1
6054	wing	wing	0	1
6055	wings	wings	0	1
6059	wins	wins	0.0005	1
6060	wipe	wipe	0.029	1
6061	wiped	wiped	0	1
6063	wire	wire	0	1
6064	wires	wires	0.0001	1
6065	wise	wise	0.0001	1
6066	wish	wish	0	1
6067	wished	wished	0	1
6070	wit	wit	0.0005	1
6071	witch	witch	0	1
6072	with	with	0	1
6074	wits	wits	0.0002	1
6075	wives	wives	0.0001	1
6081	wolf	wolf	0.0016	1
6082	wolves	wolves	0.0017	1
6083	womb	womb	0.0002	1
6085	won	won	0	1
6086	wont	wont	0.0376	1
6088	wood	wood	0	1
6089	woods	woods	0.0001	1
6093	wool	wool	0.0001	1
6096	word	word	0.0004	1
6097	words	words	0.0001	1
6098	wore	wore	0.0001	1
6099	work	work	0	1
6100	works	works	0	1
6101	world	world	0.001	1
6102	worlds	worlds	0.0003	1
6103	worm	worm	0	1
6104	worms	worms	0.0004	1
6105	worst	worst	0	1
6107	worth	worth	0.000400000000000001	1
6108	would	would	0	1
6114	wrap	wrap	0	1
6115	wrapped	wrapped	0.000400000000000001	1
6116	wraps	wraps	0.0001	1
6117	wrath	wrath	0.0001	1
6123	wreck	wreck	0.0039	1
6124	wrecked	wrecked	0.0002	1
6127	wrench	wrench	0.7549	1
6133	wright	wright	0.0002	1
6135	wrist	wrist	0	1
6138	write	write	0	1
6139	writes	writes	0.0028	1
6144	wrong	wrong	0	1
6145	wrote	wrote	0	1
6159	yard	yard	0.0036	1
6160	yards	yards	0	1
6161	yarn	yarn	0.0001	1
6172	year	year	0	1
6176	years	years	0	1
6177	yeast	yeast	0.0044	1
6184	yen	yen	0.0001	1
6186	yes	yes	0	1
6187	yet	yet	0	1
6189	yield	yield	0	1
6190	yields	yields	0	1
6192	yoke	yoke	0	1
6194	yolk	yolk	0	1
6199	you	you	0	1
6200	young	young	0	1
6201	your	your	0.0001	1
6202	yours	yours	0.0004	1
6203	youth	youth	0.0001	1
6204	youths	youths	0	1
6209	zeal	zeal	0.0003	1
6216	zest	zest	0.0039	1
6218	zinc	zinc	0	1
6223	zone	zone	0	1
6224	zones	zones	0	1
6225	zoo	zoo	0.0002	1
6229	zoos	zoos	0.1693	1
