Item	Word	Semantic_Output	Error_Score	Correct
4141	rusks	rusks	0.002	1
4146	rye	rye	0.0001	1
4149	sacks	sacks	0	1
4154	sagged	sagged	0.0028	1
4161	saints	saints	0.0002	1
4162	sake	sake	0.0001	1
4164	sale	sale	0	1
4165	sales	sales	0	1
4167	salts	salts	0.001	1
4169	salves	salves	0.0005	1
4172	sands	sands	0	1
4179	sat	sat	0	1
4181	sauce	sauce	0.001	1
4182	save	save	0	1
4183	saved	saved	0	1
4185	saw	saw	0	1
4186	sax	sax	0.3939	1
4187	say	say	0.0001	1
4188	says	says	0	1
4189	scab	scab	0.0008	1
4193	scald	scald	0.3881	1
4195	scale	scale	0.0009	1
4197	scalp	scalp	0.0002	1
4198	scalps	scalps	0.0011	1
4201	scanned	scanned	0.0022	1
4205	scarce	scarce	0.0001	1
4208	scares	scares	0.0028	1
4209	scarf	scarf	0.0012	1
4210	scarp	scarp	0.0011	1
4211	scars	scars	0.0028	1
4212	scarves	scarves	0.00829999999999999	1
4216	scent	scent	0.0001	1
4217	scents	scents	0.0001	1
4219	schemes	schemes	0.0002	1
4220	schist	schist	0	1
4224	scoffed	scoffed	0.0004	1
4225	scoffs	scoffs	0.0011	1
4226	scold	scold	0	1
4227	scolds	scolds	0.0001	1
4231	scoop	scoop	0.0001	1
4232	scooped	scooped	0	1
4237	scopes	scopes	0.0908	1
4238	scorch	scorch	0.0309	1
4240	score	score	0	1
4241	scores	scores	0	1
4243	scorns	scorns	0.0022	1
4244	scot	scot	0.0322	1
4245	scotch	scotch	0.0048	1
4250	scours	scours	0.0085	1
4251	scours	scours	0.0015	1
4252	scout	scout	0.0066	1
4253	scouts	scouts	0.0044	1
4254	scow	scow	0.002	1
4259	scrap	scrap	0.0004	1
4263	scraps	scraps	0.0144	1
4265	scratched	scratched	0	1
4267	scrawled	scrawled	0.0008	1
4272	scree	scree	0.0001	1
4274	screed	screed	0.0087	1
4275	screen	screen	0	1
4276	screens	screens	0	1
4278	screws	screws	0.0001	1
4279	scribe	scribe	0.0022	1
4283	scrip	scrip	0.0108	1
4285	scripts	scripts	0.0158	1
4287	scrub	scrub	0.0002	1
4290	scruff	scruff	0.0011	1
4291	scrum	scrum	0.2108	1
4292	scrunch	scrunch	0.0004	1
4295	scuffed	scuffed	0.000500000000000001	1
4297	scum	scum	0.1447	1
4299	scut	scut	0.1627	1
4301	seal	seal	0	1
4303	seals	seals	0	1
4306	sear	sear	1.3645	1
4313	sedge	sedge	0.0004	1
4314	see	see	0	1
4315	seed	seed	0	1
4317	seek	seek	0	1
4318	seeks	seeks	0.0005	1
4319	seem	seem	0	1
4321	seems	seems	0	1
4324	seeps	seeps	0	1
4325	seer	seer	0.0147	1
4327	sees	sees	0	1
4332	sells	sells	0.0127	1
4333	selves	selves	0.000600000000000001	1
4339	sent	sent	0	1
4340	serf	serf	0.0015	1
4343	serve	serve	0	1
4344	served	served	0	1
4346	set	set	0	1
4348	sets	sets	0	1
4355	shad	shad	0.0006	1
4356	shade	shade	0.0845	1
4357	shades	shades	0.5042	1
4358	shads	shads	0.0003	1
4359	shaft	shaft	0	1
4362	shags	shags	0.004	1
4363	shah	shah	0.00720000000000001	1
4369	shall	shall	0	1
4371	shame	shame	0	1
4375	shanks	shanks	0.0029	1
4377	shapes	shapes	0	1
4378	shard	shard	1.3055	1
4379	shards	shards	0.1782	1
4381	shared	shared	0	1
4382	shares	shares	0	1
4383	shark	shark	0.0002	1
4387	shaved	shaved	0.0001	1
4388	shaves	shaves	0.001	1
4390	shawls	shawls	0.0027	1
4392	sheaf	sheaf	0.0007	1
4393	sheafs	sheafs	0.002	1
4398	sheaths	sheaths	0.0017	1
4399	shed	shed	0	1
4400	shed	shed	0.0001	1
4403	sheens	sheens	0.6023	1
4404	sheep	sheep	0	1
4406	sheer	sheer	0.0002	1
4407	sheet	sheet	0.00499999999999999	1
4409	sheik	sheik	0.0033	1
4410	sheiks	sheiks	0.0115	1
4411	shelf	shelf	0	1
4415	shelves	shelves	0.0002	1
4418	shield	shield	0.0001	1
4420	shift	shift	0.0016	1
4421	shifts	shifts	0	1
4422	shin	shin	0.0006	1
4427	ships	ships	0	1
4429	shires	shires	0.0121	1
4430	shirk	shirk	0.1261	1
4432	shirks	shirks	0.00400000000000001	1
4433	shirr	shirr	0.0302	1
4434	shirt	shirt	0	1
4435	shirts	shirts	0	1
4436	shit	shit	0.0059	1
4443	shocks	shocks	0.0001	1
4444	shoe	shoe	0	1
4448	shook	shook	0	1
4451	shop	shop	0	1
4458	shout	shout	0	1
4460	shove	shove	0.0006	1
4461	shoved	shoved	0	1
4464	showed	showed	0	1
4465	shows	shows	0.0001	1
4468	shrew	shrew	0.0006	1
4469	shrewd	shrewd	0.0011	1
4471	shrieked	shrieked	0.001	1
4472	shrieks	shrieks	0.0009	1
4476	shrimp	shrimp	0.0024	1
4479	shrines	shrines	0.0008	1
4482	shrive	shrive	0.1702	1
4485	shrubs	shrubs	0	1
4488	shrugs	shrugs	0.001	1
4493	shuns	shuns	0.2327	1
4494	shunt	shunt	0.0257	1
4498	shut	shut	0	1
4499	shuts	shuts	0.0002	1
4500	shy	shy	0.0001	1
4501	si	si	0.0027	1
4502	sib	sib	0.013	1
4503	sick	sick	0	1
4504	side	side	0	1
4505	sides	sides	0	1
4506	siege	siege	0.000500000000000001	1
4509	sift	sift	0.0005	1
4513	sighs	sighs	0.0074	1
4514	sight	sight	0	1
4515	sights	sights	0.0004	1
4517	signs	signs	0	1
4520	sill	sill	0.0005	1
4521	sills	sills	0.000400000000000001	1
4522	silt	silt	0	1
4523	silts	silts	0.0006	1
4524	sin	sin	0.0004	1
4525	since	since	0.0001	1
4526	sing	sing	0	1
4529	sink	sink	0	1
4532	sioux	sioux	0.0018	1
4534	sip	sip	0.00499999999999999	1
4535	sipped	sipped	0	1
4536	sips	sips	0.0001	1
4541	sirs	sirs	0.0012	1
4542	sis	sis	0.000800000000000001	1
4544	site	site	0.0002	1
4545	sites	sites	0.0007	1
4548	skate	skate	0.0026	1
4551	skeets	skeets	0.1272	1
4553	skep	skep	0.0081	1
4555	skew	skew	0	1
4557	skid	skid	0.0004	1
4558	skids	skids	0.0002	1
4559	skies	skies	0	1
4560	skiff	skiff	0.0001	1
4563	skills	skills	0.001	1
4565	skimmed	skimmed	0.0002	1
4566	skimp	skimp	0.2413	1
4567	skims	skims	0.0004	1
4569	skins	skins	0.0001	1
4570	skip	skip	0.0001	1
4573	skirt	skirt	0.0005	1
4579	skulk	skulk	0.0203	1
4581	skulks	skulks	0.00559999999999999	1
4582	skull	skull	0.0001	1
4589	slack	slack	0.016	1
4591	slag	slag	1.0438	1
4594	slakes	slakes	0.092	1
4598	slang	slang	0.0001	1
4600	slant	slant	0.0028	1
4603	slapped	slapped	0.0001	1
4606	slashed	slashed	0	1
4613	slaw	slaw	0.0041	1
4614	slay	slay	0.0074	1
4615	slays	slays	0.0035	1
4621	sleets	sleets	0.0051	1
4622	sleeve	sleeve	0	1
4623	sleeves	sleeves	0	1
4625	sleights	sleights	0.844	1
4626	slept	slept	0.0144	1
4627	slew	slew	0	1
4628	slice	slice	0.0001	1
4630	slid	slid	0.0001	1
4631	slide	slide	0.0009	1
4632	slides	slides	0	1
4633	slight	slight	0.6561	1
4634	slim	slim	0.3605	1
4635	slime	slime	0.0017	1
4636	sling	sling	0.0006	1
4637	slings	slings	0.0576	1
4639	slinks	slinks	0.0003	1
4640	slip	slip	0	1
4641	slipped	slipped	0	1
4642	slips	slips	0.0003	1
4643	slit	slit	0.0005	1
4645	slob	slob	0.2263	1
4646	slobs	slobs	0.3007	1
4648	sloes	sloes	0.0102	1
4649	slog	slog	0.4036	1
4652	slop	slop	0.0014	1
4653	slope	slope	0	1
4654	slopes	slopes	0	1
4655	slopped	slopped	0.0034	1
4656	slops	slops	0.0154	1
4657	slosh	slosh	0.0105	1
4659	sloth	sloth	0.0007	1
4662	slough	slough	0.0039	1
4665	slug	slug	0.0233	1
4671	slumps	slumps	0.002	1
4674	slunk	slunk	0.0001	1
4675	slurp	slurp	0.0006	1
4677	slurps	slurps	0.0066	1
4679	slut	slut	0.1493	1
4681	smack	smack	0.0082	1
4684	small	small	0.7572	1
4685	smart	smart	0.0001	1
4686	smash	smash	0.0001	1
4687	smashed	smashed	0	1
4688	smear	smear	0.001	1
4689	smears	smears	0.0082	1
4692	smells	smells	0.001	1
4696	smirk	smirk	0.0051	1
4697	smirks	smirk	0.9632	0
4699	smites	smites	0.4408	1
4702	smock	smock	0.3267	1
4703	smocks	smocks	0.0748	1
4704	smog	smog	0.0225	1
4705	smogs	smogs	0.0532	1
4708	smooch	smooch	0.0763	1
4709	smooth	smooth	0.3844	1
4712	smudged	smudged	0.00979999999999999	1
4713	smug	smug	0.0501	1
4714	smut	smut	0.0385	1
4715	snack	snack	0.0035	1
4719	snags	snags	0.0002	1
4720	snail	snail	0.0199	1
4723	snakes	snakes	0.0003	1
4724	snap	snap	0.0001	1
4727	snare	snare	0.0022	1
4731	snarls	snarls	0.0005	1
4732	snatch	snatch	0.000800000000000001	1
4734	sneak	sneak	0.000600000000000001	1
4741	sneezed	sneezed	0.001	1
4745	sniffs	sniffs	0.00710000000000001	1
4746	snip	snip	0.9413	1
4747	snipe	snipe	0.0181	1
4750	snobs	snobs	0.073	1
4751	snog	snog	0.0138	1
4752	snood	snood	0.0973	1
4753	snook	snook	0.0122	1
4754	snoop	snoop	0.0008	1
4756	snoops	snoops	0.0005	1
4758	snoots	snoots	0.00830000000000001	1
4760	snore	snore	0.0004	1
4761	snort	snort	0.003	1
4762	snot	snot	0.0744	1
4763	snout	snout	0.0001	1
4768	snubbed	snubbed	0.0072	1
4769	snubs	snubs	0.0081	1
4772	snuffs	snuffs	0.0016	1
4773	snug	snug	0.0003	1
4775	soak	soak	0.0004	1
4783	sob	sob	0.0486	1
4788	sods	sods	0.1344	1
4791	soils	soils	0.0005	1
4795	some	some	0.0001	1
4796	son	son	0	1
4798	songs	songs	0	1
4801	soot	soot	0.0031	1
4803	soothe	soothe	0.017	1
4804	soothed	soothed	0	1
4806	sooths	sooths	0.0061	1
4808	sop	sop	0.0078	1
4809	sops	sops	0.0052	1
4810	sore	sore	0.0001	1
4811	sort	sort	0.000600000000000001	1
4814	sots	sots	0.0106	1
4815	sought	sought	0	1
4816	soul	soul	0.0001	1
4818	sound	sound	0	1
4819	sounds	sounds	0	1
4820	soup	soup	0	1
4821	soups	soups	0.0001	1
4822	sour	sour	0	1
4823	source	source	0	1
4824	soured	soured	0.0002	1
4825	sours	sours	0.0008	1
4826	souse	souse	1.2638	1
4834	spades	spades	0.0399	1
4836	span	span	0.0001	1
4838	spans	spans	0.0049	1
4839	spar	spar	0.0004	1
4841	spared	spared	0.0002	1
4845	sparse	sparse	0.0002	1
4847	spat	spat	0.0002	1
4848	spate	spate	0.0095	1
4849	spates	spates	0.0386	1
4857	specks	specks	0.0001	1
4858	speech	speech	0	1
4860	speeds	speeds	0.0021	1
4864	spends	spends	0.0016	1
4866	sperm	sperm	0.0004	1
4870	sphere	sphere	0.1228	1
4872	sphinx	sphinx	0.0027	1
4876	spikes	spikes	0.0001	1
4880	spin	spin	0	1
4881	spine	spine	0.0001	1
4882	spines	spines	0.0001	1
4884	spire	spire	0.0013	1
4885	spires	spires	0.0004	1
4888	spites	spites	0.0639	1
4891	splashed	splashed	0.0001	1
4894	spleens	spleens	0.0591	1
4896	split	split	0	1
4897	splodge	splodge	0.0313	1
4898	splotch	splotch	0.033	1
4900	splurge	splurge	0.0006	1
4903	spoils	spoils	0.0007	1
4906	spoof	spoof	0.011	1
4911	spools	spools	0.0007	1
4913	spoons	spoons	0	1
4916	spores	spores	0	1
4917	sport	sport	0.0025	1
4920	spots	spots	0	1
4921	spouse	spouse	0.003	1
4922	spout	spout	0.0005	1
4924	sprain	sprain	0.0828	1
4933	spread	spread	0.0025	1
4936	sprig	sprig	0.0012	1
4938	spring	spring	0	1
4942	sprite	sprite	0.0002	1
4945	spruce	spruce	0	1
4947	spume	spume	0.0411	1
4948	spun	spun	0	1
4950	spur	spur	0.0003	1
4951	spurn	spurn	0.0019	1
4954	spurs	spurs	0.0003	1
4955	spurt	spurt	0.0004	1
4956	spurts	spurts	0.0001	1
4960	squads	squads	0.0165	1
4962	squalls	squalls	0.2327	1
4964	squares	squares	0.0002	1
4965	squash	squash	0.8465	1
4966	squash	squash	0	1
4969	squawk	squawk	0.0001	1
4970	squaws	squaws	0.0007	1
4972	squeal	squeal	0.0001	1
4973	squeeze	squeeze	0.00380000000000001	1
4975	squib	squib	0.0002	1
4979	squires	squires	0.0038	1
4981	squirt	squirt	0.0018	1
4987	staff	staff	0	1
4992	stain	stain	0.0113	1
4995	stair	stair	0.0007	1
4997	stake	stake	0.001	1
4998	stakes	stakes	0.0002	1
5001	stalked	stalked	0	1
5002	stalks	stalks	0.0002	1
5003	stall	stall	0	1
5004	stalls	stalls	0.0001	1
5006	stamped	stamped	0.0002	1
5008	stance	stance	0.0001	1
5009	stand	stand	0	1
5012	staphs	staphs	0.0716	1
5014	starch	starch	0.0002	1
5015	stare	stare	0.0018	1
5016	stared	stared	0	1
5017	stares	stares	0.0011	1
5018	stark	stark	0.0001	1
5021	starts	starts	0.0001	1
5023	starved	starved	0.0004	1
5024	starves	starves	0.0038	1
5025	stash	stash	0.0435	1
5026	stashed	stashed	0.1179	1
5030	stave	stave	0.0407	1
5033	stay	stay	0.0484	1
5038	steak	steak	0.0001	1
5042	stealth	stealth	0.0001	1
5043	stealths	stealths	0.0001	1
5047	steeds	duns	0.41	0
5049	steels	steels	0.0019	1
5053	steers	steers	0	1
5057	stems	stems	0.0064	1
5058	stench	stench	0.0013	1
5066	stiff	stiff	0.0017	1
5069	stilt	stilt	0.0016	1
5072	stings	stings	0.0007	1
5073	stink	stink	0.005	1
5074	stinks	stinks	0.0013	1
5075	stint	stint	0.0025	1
5077	stir	stir	0	1
5082	stock	stock	0	1
5083	stocks	stocks	0	1
5085	stoke	stoke	0.1651	1
5089	stomp	stomp	0.0003	1
5090	stone	stone	0	1
5091	stones	stones	0	1
5094	stools	stools	0.0002	1
5095	stoop	stoop	0.0021	1
5096	stooped	stooped	0	1
5100	stops	stops	0	1
5101	store	store	0	1
5103	stork	stork	0.0015	1
5105	storm	storm	0.0001	1
5106	storms	storms	0	1
5107	stoup	stoup	0.2179	1
5108	stout	stout	0.5643	1
5111	stow	stow	0.0132	1
5113	stows	stows	0.0006	1
5114	straight	straight	0.0441	1
5116	strains	strains	0.0018	1
5120	strands	strands	0.0025	1
5122	strap	strap	0	1
5123	strapped	strapped	0	1
5125	straw	straw	0	1
5126	straws	straws	0	1
5127	stray	stray	0.0013	1
5129	streaks	streaks	0.0112	1
5133	streets	streets	0	1
5135	strengths	strengths	0.0082	1
5136	stress	stress	0	1
5140	strict	strict	0.0009	1
5142	strides	strides	0.0009	1
5143	strife	strife	0.6401	1
5144	strifes	strifes	0.4766	1
5148	strings	strings	0.0001	1
5149	strip	strip	0.0081	1
5152	strips	strips	0.0036	1
5155	stroke	stroke	0.0001	1
5158	strolled	strolled	0	1
5160	strong	strong	0.0004	1
5161	strop	strop	0.0906	1
5162	stropped	stropped	0.0038	1
5164	strove	strove	0	1
5165	struck	struck	0	1
5166	strum	strum	0.0001	1
5168	stub	stub	0.0005	1
5170	stubs	stubs	0.0068	1
5176	stump	stump	0	1
5178	stun	stun	0.0445	1
5179	stung	stung	0.0003	1
5180	stunk	stunk	0.002	1
5185	sty	sty	0.0004	1
5187	styles	styles	0.0002	1
5188	suave	suave	0.0022	1
5190	subs	subs	0.0009	1
5192	suck	suck	0	1
5194	sucks	sucks	0.00509999999999999	1
5195	suds	suds	0.00490000000000001	1
5198	suede	suede	0.001	1
5199	suedes	suedes	0.0285	1
5203	suites	suites	0.000900000000000002	1
5205	sulk	sulk	0.0001	1
5206	sulked	sulked	0.0002	1
5208	sum	sum	0	1
5210	sums	sums	0	1
5211	sun	sun	0	1
5212	sung	sung	0	1
5217	sure	sure	0.0001	1
5219	surfs	surfs	0.0068	1
5222	svelte	thin	0.2763	0
5224	swabbed	swabbed	0.0001	1
5225	swabs	swabs	0.0014	1
5227	swain	swain	0.0015	1
5230	swamps	swamps	0.0002	1
5232	swank	swank	0.0805	1
5234	swap	swap	0.0014	1
5236	swaps	swaps	0.0228	1
5237	sward	sward	0.2138	1
5239	swarmed	swarmed	0.0001	1
5240	swarms	swarms	0.000600000000000001	1
5241	swat	swat	0.0037	1
5242	swatch	swatch	0.00850000000000001	1
5243	swath	swath	0.0314	1
5245	sway	sway	0.0089	1
5247	swear	swear	0.0002	1
5250	sweats	sweats	1.8894	1
5252	sweep	sweep	0.0004	1
5253	sweeps	sweeps	0.0005	1
5257	swells	swells	0.0007	1
5258	swept	swept	0.0001	1
5259	swerve	swerve	0.0002	1
5260	swerved	swerved	0.0004	1
5261	swerves	swerves	0.0001	1
5267	swims	swims	0.0001	1
5270	swings	swings	0.0001	1
5271	swipe	swipe	0.0055	1
5273	swirl	swirl	0.0001	1
5281	swoop	swoop	0	1
5282	swooped	swooped	0.0001	1
5283	swoops	swoops	0.001	1
5285	swords	swords	0.0001	1
5287	swung	swung	0	1
5295	tacks	tacks	0.0026	1
5297	tacts	tacts	0.0007	1
5298	tag	tag	0	1
5299	tagged	tagged	0	1
5302	tails	tails	0.0002	1
5303	taint	taint	0.0126	1
5305	take	take	0	1
5306	takes	takes	0	1
5309	tale	tale	0.0009	1
5315	tam	tam	0.1534	1
5316	tame	tame	0	1
5317	tamp	tamp	0	1
5319	tamps	tamps	0.0002	1
5320	tams	tams	0.00860000000000001	1
5322	tang	tang	0.0003	1
5325	tanks	tanks	0	1
5326	tanned	tanned	0.0006	1
5328	tap	tap	0	1
5329	tape	tape	0.0001	1
5330	tapes	tapes	0.0002	1
5331	tapped	tapped	0.0001	1
5334	tare	tare	0.0347	1
5336	tarn	tarn	0.1317	1
5338	tars	tars	0.0104	1
5339	tart	tart	0.9152	1
5341	tasks	tasks	0	1
5343	tastes	tastes	0.0013	1
5345	tats	tats	1.3417	1
5346	taught	taught	0	1
5347	taunt	taunt	0.0022	1
5348	taunts	taunts	0.0011	1
5349	taut	taut	0.0262	1
5350	taw	taw	0.0004	1
5351	taws	taws	0.004	1
5352	tax	tax	0	1
5353	tea	tea	0	1
5359	team	team	0.8337	1
5361	tear	tear	0	1
5362	tears	tears	0.0001	1
5363	teas	teas	0.0025	1
5365	teased	teased	0.0005	1
5366	teat	teat	0.00450000000000001	1
5367	teats	teats	0.0024	1
5369	teem	teem	0.0636	1
5371	teems	teems	0.0271	1
5372	tees	tees	0.0211	1
5373	teeth	teeth	0	1
5375	tell	tell	0	1
5380	tend	tend	0.0002	1
5382	tense	tense	0.0002	1
5384	tents	tents	0.0001	1
5386	terms	terms	0.001	1
5387	tern	tern	0.0071	1
5388	terns	terns	0.0004	1
5390	test	test	0	1
5392	text	text	0.0001	1
5394	than	than	0	1
5395	thane	thane	0.0114	1
5396	thank	thank	0	1
5399	that	that	0	1
5405	thee	thee	0.0001	1
5411	theme	theme	0	1
5414	thence	thence	0.0778	1
5417	these	these	0.0003	1
5418	they	they	0.0001	1
5420	thief	thief	0.0006	1
5424	thighs	thighs	0.0018	1
5425	thin	thin	0	1
5433	this	this	0	1
5440	those	those	0	1
5446	thread	thread	0	1
5448	threat	threat	0.000900000000000002	1
5449	threats	threats	0.0001	1
5451	threshed	threshed	0.0028	1
5455	thrifts	thrifts	0.000700000000000001	1
5456	thrill	thrill	0.0001	1
5457	thrills	thrills	0.0072	1
5460	thrives	thrives	0.0005	1
5461	throat	throat	0	1
5465	throbs	throbs	0.0336	1
5466	throes	throes	0.0061	1
5467	throne	throne	0	1
5469	throng	throng	0.0001	1
5472	throw	throw	0	1
5475	thrum	thrum	0.00729999999999999	1
5476	thrush	thrush	0.0001	1
5477	thrust	thrust	0	1
5481	thuds	thuds	0.0065	1
5482	thug	thug	0.0021	1
5486	thump	thump	0	1
5488	thumps	thumps	0.0005	1
5489	thus	thus	0	1
5491	thwacks	thwacks	0.0972	1
5492	thwart	thwart	0.002	1
5493	thy	thy	0	1
5495	thymes	thymes	0.0045	1
5499	ticked	ticked	0.0001	1
5500	ticks	ticks	0.000500000000000001	1
5502	tide	tide	0.0003	1
5504	tie	tie	0	1
5509	tiff	tiff	0.384	1
5511	tight	tight	0.0001	1
5513	tike	tike	0.0121	1
5514	tile	tile	0	1
5515	tiles	tiles	0.0002	1
5518	time	time	0.1024	1
5520	tin	tin	0.0001	1
5521	tine	tine	0.0082	1
5522	tines	tines	0.0016	1
5525	tint	tint	0.0027	1
5528	tips	tips	0.0001	1
5529	tire	tire	0	1
5530	tired	tired	0	1
5533	tithe	tithe	0.0022	1
5534	tithes	tithes	0.0027	1
5539	toast	toast	0	1
5540	toasts	toasts	0.0004	1
5543	toff	toff	0.00530000000000001	1
5545	toils	toils	0.0799	1
5546	told	told	0	1
5548	tolls	tolls	0.002	1
5550	tomb	tomb	0.0001	1
5551	tombs	tombs	0.0002	1
5552	tome	tome	0.0011	1
5553	tomes	tomes	0.0002	1
5557	tongue	tongue	0.0001	1
5559	tons	tons	0.0402	1
5561	took	took	0	1
5564	toot	toot	0	1
5568	tops	tops	0.0003	1
5570	tor	tor	0.3935	1
5573	torque	torque	0.0494	1
5579	toss	toss	0.0002	1
5585	touched	touched	0	1
5587	tour	tour	0.0008	1
5595	toy	toy	0.0001	1
5597	trace	trace	0.0001	1
5598	traced	traced	0	1
5599	track	track	0	1
5601	tract	tract	0	1
5602	tracts	tracts	0.0001	1
5606	trail	trail	0	1
5609	trained	trained	0	1
5614	tramp	tramp	0.0002	1
5615	tramped	tramped	0.0005	1
5616	tramps	tramps	0.000900000000000002	1
5618	trap	trap	0.0001	1
5622	trays	trays	0	1
5623	tread	tread	0.0009	1
5624	treads	treads	0.0002	1
5625	treat	treat	0.0006	1
5629	trek	trek	0.1504	1
5634	tress	tress	0.0024	1
5636	trial	trial	0.0002	1
5643	tries	tries	0	1
5644	trig	trig	0.0153	1
5646	trike	trike	0.1174	1
5648	trills	trills	0.0903	1
5651	trims	trims	0.0175	1
5653	tripe	tripe	0.0065	1
5654	tripes	tripes	0.0021	1
5656	trite	trite	0.0149	1
5657	troll	troll	0.0012	1
5661	trope	trope	0.101	1
5668	troupe	troupe	0.3008	1
5671	trouts	trouts	0.0013	1
5672	trove	trove	0.0998	1
5673	troy	blah	3.1725	0
5683	trumps	trumps	0.0057	1
5686	truss	truss	0.00649999999999999	1
5692	tryst	tryst	0.0031	1
5696	tub	tub	0	1
5697	tube	tube	0	1
5699	tubs	tubs	0.0001	1
5702	tucks	tucks	0.0002	1
5703	tues	tues	0.382	1
5705	tufts	tufts	0	1
5707	tugged	tugged	0	1
5710	tulles	tulles	0.0022	1
5713	tunes	tunes	0.000400000000000001	1
5719	turn	turn	0	1
5720	turned	turned	0	1
5723	tush	tush	0.0026	1
5726	tux	tux	1.3211	1
5727	twain	twain	0.0026	1
5730	tweeds	tweeds	0.0108	1
5733	twice	twice	0.0001	1
5735	twigs	twigs	0.0002	1
5740	twirl	twirl	0	1
5741	twirled	twirled	0	1
5742	twirls	twirls	0	1
5743	twist	twist	0.0041	1
5747	twitched	twitched	0	1
5749	tykes	tykes	0.0036	1
5751	types	types	0	1
5753	umps	umps	0.0278	1
5754	up	up	0	1
5758	urns	urns	0.0697	1
5759	us	us	0	1
5760	use	use	0.0004	1
5761	used	used	0	1
5763	vain	vain	0.0422	1
5764	vale	vale	0.0021	1
5765	vales	vales	0.00749999999999999	1
5768	valves	valves	0	1
5769	vamp	vamp	0.2342	1
5771	van	van	0.0001	1
5772	vane	vane	0.007	1
5773	vanes	vanes	0.0004	1
5775	vase	vase	0.0006	1
5777	vat	vat	0.2155	1
5779	vault	vault	0.0015	1
5783	veals	veals	0.0229	1
5787	veil	veil	0.0002	1
5788	veils	veils	0.0009	1
5789	vein	vein	0.0073	1
5793	veldts	veldts	0.2181	1
5795	vent	vent	0.0069	1
5797	verb	verb	0	1
5799	verge	verge	0.0029	1
5800	verse	verse	0	1
5809	vexed	vexed	0.0293	1
5810	vice	vice	0.0133	1
5811	vie	vie	0.712	1
5812	vied	vied	0.001	1
5815	views	views	0.0529	1
5816	vile	vile	0.797	1
5818	vims	vims	0.0035	1
5821	vise	vise	0.0015	1
5822	vogue	vogue	0.0001	1
5823	vogues	vogues	0.0007	1
5825	void	void	0.0011	1
5826	voids	voids	0.0127	1
5828	voiles	voiles	0.0012	1
5835	vouch	vouch	0.023	1
5838	vowed	vowed	0.0006	1
5839	vows	vows	0.0017	1
5840	wad	wad	0.1652	1
5841	wade	wade	0.0024	1
5843	waft	waft	0.0002	1
5844	wag	wag	0.0026	1
5845	wage	wage	0.0002	1
5848	waif	waif	0.0033	1
5849	waifs	waifs	0.002	1
5853	wain	wain	0.0953	1
5856	waists	waists	0.000900000000000002	1
5858	waits	waits	0.0002	1
5859	waive	waive	0.0124	1
5860	waived	waived	0.00869999999999999	1
5864	wale	wale	0.1793	1
5865	wales	wales	0.0801	1
5867	walked	walked	0.0001	1
5873	wand	wand	0.0005	1
5874	wands	wands	0.0003	1
5875	wane	wane	0.009	1
5876	waned	waned	0.0056	1
5878	wank	wank	0.0283	1
5880	wants	wants	0	1
5883	wards	wards	0.0012	1
5887	warmth	warmth	0	1
5890	warned	warned	0	1
5891	warns	warns	0	1
5892	warp	warp	0.0001	1
5894	warps	warps	0.0067	1
5897	warts	warts	0.0926	1
5900	wash	wash	0	1
5906	watch	watch	0.0017	1
5911	waves	waves	0.0001	1
5912	wax	wax	0.0001	1
5915	we	we	0	1
5917	weal	weal	0.0014	1
5918	weald	weald	0.001	1
5919	wealds	wealds	0.0228	1
5920	weals	weals	0.0094	1
5921	wealth	wealth	0.0798	1
5922	wealths	wealths	0.0217	1
5923	wean	wean	0.033	1
5925	weans	weans	0.0038	1
5927	wears	wears	0.0001	1
5928	weave	weave	0.0017	1
5932	wed	wed	0.1158	1
5937	weed	weed	0.0002	1
5939	week	week	0	1
5941	weep	weep	0	1
5946	weight	weight	0.0004	1
5949	weird	weird	0.0121	1
5951	weld	weld	0.1228	1
5952	welds	welds	0.0008	1
5953	well	well	0	1
5954	welsh	welsh	0.0133	1
5955	welt	welt	0.04	1
5960	wens	wens	0.0121	1
5962	wept	wept	0.0001	1
5964	west	west	0	1
5966	whack	whack	0.0037	1
5970	wham	wham	0.0012	1
5975	wheats	wheats	0.0015	1
5978	wheeze	wheeze	0.7688	1
5979	wheezed	wheezed	0.001	1
5980	whelp	whelp	0.0027	1
5984	where	where	0	1
5989	whiff	whiff	0.0002	1
5990	whiffs	whiffs	0.0142	1
5991	whig	whig	1.405	1
5994	whim	whim	0.0087	1
6002	whips	whips	0.0002	1
6004	whirl	whirl	0.0001	1
6006	whirls	whirls	0	1
6007	whirs	whirs	0.7699	1
6008	whisk	whisk	0.0001	1
6010	whisks	whisks	0	1
6013	white	white	0	1
6016	whizzed	whizzed	0.0125	1
6017	who	who	0	1
6022	whore	whore	0.0391	1
6024	whorl	whorl	0.0084	1
6026	whose	whose	0	1
6027	wick	wick	0	1
6030	width	width	0.0001	1
6031	widths	widths	0	1
6032	wield	wield	0.2433	1
6034	wig	wig	0.0025	1
6038	wild	wild	0	1
6041	will	will	0	1
6042	willed	willed	0.0116	1
6044	wilt	wilt	0.0099	1
6046	win	win	0	1
6049	winch	winch	0.0002	1
6051	winds	winds	0	1
6055	wings	wings	0	1
6058	winks	winks	0.0007	1
6062	wipes	wipes	0.0012	1
6064	wires	wires	0.0002	1
6069	wisps	wisps	0.0002	1
6071	witch	witch	0.0001	1
6072	with	with	0	1
6074	wits	wits	0.0006	1
6075	wives	wives	0	1
